"respondent_id","age","gender","education","income","work_hours","work_mode","tenure_years","js_q1","js_q2","js_q3","js_q4","js_q5","job_satisfaction","bo_q1","bo_q2","bo_q3","bo_q4","bo_q5","burnout_score","wlb","turnover_intent"
"id_203",49,"Nam","Đại học",21,55.98,"Remote",12.95,3,3,2,5,1,1.36,5,2,2,1,4,3.9,5,1
"id_204",33,"Nữ","Đại học",29,44.67,"Văn phòng",19.32,4,3,1,4,3,2.69,1,5,3,2,5,1.31,2,1
"id_205",53,"Nam","THPT",23,37.05,"Hybrid",14.64,1,1,4,5,4,3.22,2,3,2,4,4,2.69,2,0
"id_206",40,"Nữ","Tiến sĩ",6,41.53,"Hybrid",1.95,2,1,2,2,4,4.15,3,3,2,4,2,1.62,3,1
"id_207",51,"Nữ","Đại học",25,57.2,"Văn phòng",13.29,1,4,1,1,3,1.34,4,4,3,2,5,1.94,1,0
"id_208",31,"Nam","Thạc sĩ",11,59.37,"Remote",19.76,5,4,3,4,2,3.06,5,2,5,3,1,2.57,3,1
"id_209",46,"Nam","Tiến sĩ",30,59.47,"Remote",5.96,1,1,5,2,4,2.72,4,4,1,1,4,4.61,2,1
"id_210",22,"Nam","Đại học",33,32.31,"Hybrid",11.78,3,2,5,2,2,1.4,5,3,2,4,5,4.42,1,1
"id_211",44,"Nam","Thạc sĩ",20,20.34,"Hybrid",11.72,3,1,1,1,4,1.78,5,1,4,1,2,3.26,5,0
"id_212",35,"Nữ","Đại học",33,46.03,"Remote",9.96,2,1,1,4,4,2.72,5,1,1,4,3,3.92,3,1
"id_213",42,"Nam","Đại học",35,39.09,"Remote",9.35,3,3,2,5,2,2.84,2,1,3,5,4,2.84,5,1
"id_214",37,"Nam","THPT",11,61.39,"Văn phòng",20.11,3,3,3,1,5,2.4,1,2,1,5,2,1.45,2,0
"id_215",47,"Nữ","Đại học",30,42.62,"Remote",2.81,5,2,1,4,1,1.61,2,4,2,4,3,2.05,4,1
"id_216",47,"Nữ","THPT",32,34.95,"Văn phòng",1.58,5,5,4,3,2,2.3,1,4,4,2,3,2.9,2,0
"id_217",59,"Nam","THPT",27,30.91,"Hybrid",20.49,4,5,1,4,3,4.71,5,3,1,5,4,4.99,1,0
"id_218",30,"Nữ","Tiến sĩ",14,59.87,"Remote",7.47,3,5,1,2,5,4.1,3,5,1,5,3,3.48,3,0
"id_219",30,"Nữ","Tiến sĩ",33,59.86,"Văn phòng",1.52,3,1,2,1,2,4.88,2,2,3,2,3,2.88,1,0
"id_220",43,"Nam","Tiến sĩ",16,22.34,"Hybrid",19.11,1,4,2,4,5,4.74,1,3,4,2,4,4.18,2,1
"id_221",24,"Nam","THPT",24,57.91,"Văn phòng",5.47,4,4,2,2,2,3.95,1,4,1,5,1,4.05,2,0
"id_222",51,"Nữ","Thạc sĩ",12,45.19,"Hybrid",15.4,4,1,5,2,1,3.34,1,2,2,3,1,4.73,5,0
"id_223",53,"Nam","Tiến sĩ",36,24.84,"Văn phòng",18.56,3,4,4,4,5,1.76,1,3,5,3,1,2.93,2,0
"id_224",24,"Nữ","Tiến sĩ",12,32.09,"Hybrid",17.1,4,1,4,4,5,3.55,3,4,2,4,1,3.32,3,0
"id_225",58,"Nam","Thạc sĩ",14,38.36,"Remote",1.36,5,5,1,5,3,3.16,5,3,2,1,3,1.75,3,1
"id_226",45,"Nam","Đại học",18,22.65,"Remote",15.7,2,5,4,4,5,4.02,5,2,2,3,2,1.49,1,1
"id_227",55,"Nữ","THPT",27,60.87,"Hybrid",15.87,4,1,4,1,2,1.23,3,2,1,1,2,1.78,3,1
"id_228",47,"Nữ","THPT",17,31.1,"Remote",10.26,5,4,4,5,3,3,5,1,1,5,4,1.91,1,0
"id_229",55,"Nữ","Đại học",18,55.97,"Hybrid",8.05,3,5,4,3,3,2.5,4,1,5,2,2,4.6,4,1
"id_230",54,"Nữ","Thạc sĩ",19,60.98,"Remote",10.28,5,5,2,5,1,4.95,4,3,1,2,2,4.11,3,0
"id_231",27,"Nam","Thạc sĩ",15,44.43,"Văn phòng",7.79,4,1,2,4,4,2.55,4,2,2,2,1,2.37,4,1
"id_232",59,"Nữ","Đại học",9,37.55,"Văn phòng",14.74,2,3,2,1,1,3.45,2,2,4,2,3,4.36,3,1
"id_233",22,"Nam","THPT",25,52.77,"Văn phòng",0.86,5,1,3,1,5,3.58,4,3,5,2,2,1.32,1,0
"id_234",24,"Nữ","Thạc sĩ",17,31.84,"Văn phòng",6.82,1,5,1,4,3,3.49,3,1,3,3,5,1.57,3,0
"id_235",60,"Nữ","Tiến sĩ",26,49.65,"Văn phòng",5.26,1,3,2,2,2,1.03,5,5,3,1,5,3.06,2,1
"id_236",51,"Nữ","Tiến sĩ",24,55.35,"Remote",10.91,4,4,5,4,5,4.81,3,5,3,5,4,2.42,5,0
"id_237",29,"Nam","THPT",25,41.36,"Hybrid",13.97,3,4,4,3,5,3.84,1,5,1,1,2,3.31,4,1
"id_238",35,"Nữ","THPT",30,30.09,"Văn phòng",9.94,3,4,2,3,4,1.05,1,2,3,5,1,3.93,2,0
"id_239",48,"Nam","THPT",6,26.52,"Remote",7.41,5,1,5,2,2,2.8,2,1,4,5,3,1.7,3,1
"id_240",60,"Nam","Tiến sĩ",33,44.56,"Remote",0.74,3,1,1,1,5,3.71,3,3,5,1,3,4.66,3,0
"id_241",41,"Nữ","Đại học",30,47.53,"Hybrid",18.65,1,5,4,5,3,3.95,5,2,2,2,5,4.65,1,0
"id_242",53,"Nam","THPT",24,45.27,"Văn phòng",6.78,1,2,4,5,2,2.39,3,5,3,4,2,1.97,5,1
"id_243",52,"Nam","Đại học",8,34.46,"Remote",11.2,3,1,4,3,5,2.6,4,4,4,3,1,4.8,4,1
"id_244",33,"Nữ","THPT",25,33.98,"Remote",5.24,5,3,4,5,2,2.16,3,4,2,3,3,1.77,1,0
"id_245",30,"Nữ","THPT",13,40.3,"Remote",10.56,3,5,2,1,2,1.19,1,3,5,5,5,4.17,3,1
"id_246",46,"Nam","Thạc sĩ",22,34.63,"Văn phòng",13.04,1,3,5,4,3,2.76,5,5,1,4,3,2.67,3,0
"id_247",39,"Nam","Đại học",35,54.88,"Văn phòng",9.94,1,5,1,4,1,1.97,5,2,4,1,2,4.43,4,1
"id_248",39,"Nữ","Thạc sĩ",7,59.42,"Hybrid",1.98,4,2,1,4,4,4.98,1,5,3,1,1,2.55,1,1
"id_249",29,"Nam","Thạc sĩ",13,60.19,"Remote",13.98,2,3,3,3,1,1.14,2,3,5,2,2,1.42,2,1
"id_250",57,"Nữ","Tiến sĩ",13,38.06,"Hybrid",13.23,2,4,3,4,4,3.67,2,3,2,5,5,1.82,3,0
"id_251",55,"Nam","Tiến sĩ",26,26.74,"Remote",18.95,1,2,4,4,1,3.16,1,1,5,5,4,2.97,3,0
"id_252",52,"Nam","Tiến sĩ",6,60.79,"Remote",1.15,5,5,3,1,3,2.47,1,2,1,5,3,3.56,5,0
"id_253",39,"Nữ","Thạc sĩ",15,47.78,"Hybrid",16.93,1,4,5,3,4,1.2,1,3,5,5,3,4.93,3,1
"id_254",45,"Nam","Thạc sĩ",9,37.37,"Remote",2.58,2,2,2,2,5,1.45,5,2,4,1,1,3.86,1,1
"id_255",29,"Nam","THPT",5,48.82,"Văn phòng",16.68,1,5,4,4,5,4.86,3,5,5,3,2,1.47,4,0
"id_256",22,"Nữ","Tiến sĩ",17,36.65,"Hybrid",18.6,3,1,3,1,2,4.91,4,1,2,1,3,3.65,1,0
"id_257",47,"Nam","Tiến sĩ",23,26.59,"Hybrid",19.73,4,3,3,5,4,4.4,5,4,5,5,1,3.34,4,1
"id_258",37,"Nữ","Đại học",28,31.19,"Remote",17.38,2,4,4,1,4,1.67,2,3,2,1,4,3.79,3,1
"id_259",51,"Nữ","Đại học",31,30.8,"Remote",7.24,1,3,4,4,3,3.99,5,4,2,2,2,1.65,4,0
"id_260",41,"Nam","Tiến sĩ",5,20.08,"Hybrid",12.73,1,5,1,5,1,3.64,2,5,2,2,4,4.13,3,0
"id_261",28,"Nam","Đại học",15,24.04,"Hybrid",10.23,5,4,1,3,4,1.13,1,3,2,3,5,3.82,3,1
"id_262",34,"Nam","THPT",5,21.19,"Remote",4.54,2,4,5,4,1,4.13,3,1,2,1,4,4.49,4,0
"id_263",22,"Nam","Đại học",13,30.87,"Hybrid",20.36,1,1,3,2,5,1.64,1,5,1,5,1,4.72,1,1
"id_264",31,"Nam","THPT",16,39.11,"Văn phòng",20.6,4,4,1,3,3,4.05,3,4,4,3,3,1.95,4,0
"id_265",49,"Nữ","THPT",8,33.23,"Văn phòng",6.76,2,2,1,2,1,3.12,5,2,2,2,5,2.18,1,1
"id_266",60,"Nữ","Đại học",13,29.52,"Văn phòng",2.73,3,3,2,1,4,2.01,5,2,4,4,2,2.78,5,1
"id_267",35,"Nam","Đại học",34,32.43,"Hybrid",16.17,5,2,1,4,1,2.45,3,1,2,2,2,3.73,2,1
"id_268",39,"Nam","THPT",13,58.95,"Hybrid",11.51,4,3,3,3,1,1.79,1,5,4,1,5,3.9,4,1
"id_269",57,"Nữ","Thạc sĩ",18,29.22,"Văn phòng",13.14,5,3,5,4,1,1.09,5,1,3,2,4,1.26,3,1
"id_270",47,"Nữ","Tiến sĩ",15,46.13,"Remote",20.24,2,2,5,2,1,1.54,4,5,2,4,1,2.17,4,0
"id_271",36,"Nam","Đại học",19,49.49,"Văn phòng",20.57,5,2,5,1,5,1.5,3,1,4,5,3,2.11,1,1
"id_272",26,"Nam","Thạc sĩ",20,32.74,"Văn phòng",3.53,1,1,2,2,1,3.5,2,1,2,2,5,2.83,5,1
"id_273",46,"Nam","THPT",22,24.97,"Văn phòng",19.86,2,1,4,2,2,2.26,2,3,4,1,5,3.98,4,0
"id_274",47,"Nam","THPT",24,55.17,"Hybrid",19.79,1,4,1,5,2,3.45,3,3,1,1,2,3.49,1,1
"id_275",52,"Nữ","THPT",5,21.94,"Remote",12.61,3,1,5,1,3,1.46,5,2,4,2,5,4.02,3,0
"id_276",33,"Nữ","Thạc sĩ",13,29.72,"Hybrid",6.81,5,2,3,2,5,2.7,5,4,4,1,2,4.67,5,0
"id_277",47,"Nữ","Thạc sĩ",26,40.66,"Văn phòng",15.33,3,3,1,4,4,1.65,2,2,2,1,1,1.09,3,0
"id_278",38,"Nữ","Đại học",15,43.47,"Remote",10.99,3,3,1,1,1,1.4,5,5,3,4,1,4.57,4,0
"id_279",52,"Nam","Tiến sĩ",29,55.54,"Hybrid",0.33,1,2,2,1,3,4.3,3,3,1,2,4,2.9,1,0
"id_280",39,"Nam","Đại học",36,50.62,"Remote",15.28,3,3,5,1,2,1.26,3,1,2,2,1,2.1,5,1
"id_281",32,"Nam","THPT",24,22.1,"Văn phòng",10.13,2,3,1,5,4,3.16,3,2,4,1,4,1.91,1,1
"id_282",55,"Nữ","Tiến sĩ",30,41.39,"Văn phòng",18.17,2,1,1,1,3,4.5,5,1,1,3,5,3.87,3,1
"id_283",48,"Nữ","Thạc sĩ",33,59.99,"Văn phòng",15.9,5,3,3,4,2,4.09,4,5,2,1,2,3.51,1,0
"id_284",34,"Nam","Đại học",32,36.93,"Hybrid",10.69,1,4,5,4,3,2.94,2,4,2,1,2,4.42,4,0
"id_285",41,"Nam","Đại học",34,39.68,"Hybrid",20.86,5,5,1,1,4,2.33,1,1,2,4,2,1.28,2,0
"id_286",23,"Nam","Tiến sĩ",19,36.28,"Remote",15.44,2,5,5,2,5,3.18,3,5,1,5,5,1.72,2,1
"id_287",42,"Nữ","Thạc sĩ",6,52.2,"Hybrid",11.72,1,5,2,3,5,1.33,4,5,1,2,4,1.79,3,1
"id_288",40,"Nam","Đại học",7,34.59,"Văn phòng",11.85,1,4,1,5,1,4.25,1,1,1,3,4,3.86,5,0
"id_289",32,"Nữ","THPT",29,37.3,"Remote",15.51,1,3,2,3,1,3.17,5,1,3,5,3,3.41,5,1
"id_290",43,"Nữ","Thạc sĩ",35,58.45,"Remote",9.74,1,5,4,4,5,3.72,1,1,4,5,2,1.02,1,1
"id_291",23,"Nữ","Tiến sĩ",32,22.65,"Văn phòng",11.34,5,4,4,1,3,2.01,5,5,3,4,4,2.1,5,1
"id_292",47,"Nam","Tiến sĩ",19,40.93,"Remote",13.7,5,3,1,2,4,1.7,3,2,5,3,2,1.46,1,0
"id_293",33,"Nữ","THPT",23,43.87,"Hybrid",2.48,5,1,2,3,4,3.11,3,2,2,1,4,1.31,4,0
"id_294",45,"Nữ","THPT",15,27.41,"Hybrid",15.62,1,4,5,2,3,1.47,3,2,1,5,5,3.5,3,1
"id_295",50,"Nam","Thạc sĩ",29,38.35,"Hybrid",11.38,3,1,3,2,4,3.26,2,2,4,1,4,2.57,2,0
"id_296",43,"Nam","THPT",13,32.33,"Hybrid",14.66,2,1,3,4,3,1.22,4,4,5,3,1,4.35,1,1
"id_297",36,"Nam","Tiến sĩ",20,20.91,"Remote",15.52,3,2,2,3,5,3.47,1,1,3,1,4,4.25,2,1
"id_298",59,"Nữ","Đại học",13,26.39,"Văn phòng",16.25,5,2,1,2,4,1.58,1,4,2,2,3,1.24,5,1
"id_299",48,"Nữ","Đại học",33,58.38,"Hybrid",13.03,5,4,1,2,3,3.75,5,5,1,3,3,2.37,2,0
"id_300",31,"Nam","THPT",15,47.67,"Văn phòng",9.67,3,1,4,2,5,3.19,2,3,1,5,5,2.01,2,1
