respondent_id,age,gender,education,income,work_hours,work_mode,tenure_years,js_q1,js_q2,js_q3,js_q4,js_q5,job_satisfaction,bo_q1,bo_q2,bo_q3,bo_q4,bo_q5,burnout_score,wlb,turnover_intent
R0213,31,Nữ,Đại học,14,44.5,Văn phòng,6.1,3,2,3,2,3,2.6,3,2,2,3,2,2.4,3,0
R0214,22,Nữ,Đại học,19,57.0,Remote,1.8,2,2,2,2,4,2.4,3,2,2,3,3,2.6,2,0
R0215,27,Nam,Thạc sĩ,14,33.0,Hybrid,10.0,3,3,3,3,2,2.8,2,3,3,2,3,2.6,5,0
R0216,48,Nam,Đại học,12,49.2,Văn phòng,1.2,3,3,3,3,2,2.8,3,3,3,2,2,2.6,3,0
R0217,42,Nữ,Thạc sĩ,7,46.6,Remote,11.3,3,4,3,4,4,3.6,2,2,2,2,2,2.0,3,0
R0218,37,Nữ,Đại học,22,42.3,Văn phòng,2.2,3,4,3,3,4,3.4,3,2,2,2,2,2.2,3,0
R0219,27,Nữ,THPT,15,47.4,Văn phòng,5.6,5,4,5,5,5,4.8,4,3,3,5,3,3.6,2,0
R0220,34,Nam,Đại học,11,38.5,Hybrid,0.9,5,3,3,3,4,3.6,2,2,2,2,2,2.0,3,0
R0221,22,Nam,THPT,11,59.8,Văn phòng,3.9,2,2,2,2,2,2.0,3,3,4,4,4,3.6,1,1
R0222,29,Nam,Đại học,11,39.9,Văn phòng,3.5,3,2,3,2,3,2.6,4,4,4,3,4,3.8,3,0
R0223,31,Nam,Đại học,13,42.0,Văn phòng,2.2,4,3,3,4,4,3.6,3,2,2,1,2,2.0,2,0
R0224,30,Nữ,Thạc sĩ,7,37.0,Hybrid,5.3,4,3,4,3,4,3.6,4,4,4,4,3,3.8,4,1
R0225,42,Nữ,Đại học,21,30.3,Văn phòng,6.8,4,3,4,3,5,3.8,4,4,4,4,4,4.0,4,0
R0226,22,Nam,THPT,11,38.7,Hybrid,5.2,4,4,3,3,3,3.4,4,3,3,2,4,3.2,4,0
R0227,26,Nam,Đại học,13,43.3,Văn phòng,6.7,2,3,4,4,3,3.2,4,4,3,3,4,3.6,2,0
R0228,22,Nữ,Đại học,8,51.9,Remote,5.5,5,3,4,4,3,3.8,3,4,3,3,2,3.0,2,0
R0229,22,Nữ,Đại học,12,45.0,Văn phòng,0.6,4,3,3,3,3,3.2,3,4,4,4,3,3.6,2,1
R0230,35,Nữ,THPT,5,37.5,Văn phòng,5.9,3,4,3,3,3,3.2,4,3,4,4,4,3.8,3,1
R0231,22,Nam,Thạc sĩ,6,39.8,Văn phòng,0.8,3,4,3,2,4,3.2,2,2,2,2,2,2.0,2,0
R0232,40,Nữ,Đại học,10,43.1,Văn phòng,0.4,3,4,3,4,4,3.6,1,2,2,3,3,2.2,2,0
R0233,31,Nam,Đại học,5,36.0,Remote,9.3,3,3,1,2,2,2.2,2,3,3,2,2,2.4,3,0
R0234,34,Nữ,Thạc sĩ,34,53.2,Remote,3.6,4,4,4,4,4,4.0,3,4,4,3,3,3.4,3,0
R0235,36,Nữ,THPT,5,52.0,Hybrid,0.8,4,3,4,3,3,3.4,3,3,3,4,4,3.4,1,0
R0236,30,Nữ,Tiến sĩ,12,38.2,Remote,4.0,4,4,3,4,3,3.6,2,3,3,3,3,2.8,2,1
R0237,43,Nữ,Thạc sĩ,23,54.1,Hybrid,1.6,2,2,2,2,1,1.8,3,3,3,2,2,2.6,2,1
R0238,32,Nữ,Đại học,13,48.4,Remote,0.6,2,3,2,2,2,2.2,3,3,4,3,4,3.4,2,1
R0239,39,Nữ,THPT,9,44.5,Hybrid,6.4,3,3,3,3,2,2.8,2,3,3,2,2,2.4,3,0
R0240,32,Nữ,Đại học,8,40.8,Văn phòng,0.5,3,2,2,2,2,2.2,2,2,2,3,3,2.4,3,0
R0241,36,Nam,Thạc sĩ,14,44.4,Hybrid,13.1,4,3,4,4,3,3.6,5,5,4,5,5,4.8,3,1
R0242,36,Nam,Thạc sĩ,7,37.9,Văn phòng,5.9,3,3,2,3,4,3.0,5,4,5,4,5,4.6,2,1
R0243,36,Nữ,Thạc sĩ,9,54.9,Văn phòng,5.0,3,2,2,3,2,2.4,4,5,4,4,4,4.2,2,1
R0244,25,Nữ,Đại học,14,36.0,Remote,1.1,4,4,3,3,2,3.2,3,3,3,3,2,2.8,2,0
R0245,37,Nam,Đại học,9,49.3,Remote,5.7,4,3,3,3,4,3.4,3,2,3,3,3,2.8,4,0
R0246,31,Nam,Thạc sĩ,10,52.9,Hybrid,0.3,3,3,4,3,4,3.4,4,5,4,4,3,4.0,4,1
R0247,39,Nữ,Đại học,9,37.6,Hybrid,3.2,4,3,3,3,4,3.4,2,3,3,2,2,2.4,3,0
R0248,22,Nam,THPT,6,48.6,Văn phòng,1.5,3,3,4,3,3,3.2,2,3,2,2,2,2.2,3,0
R0249,22,Nữ,Đại học,18,44.1,Văn phòng,7.1,3,2,3,3,3,2.8,3,3,4,3,4,3.4,3,1
R0250,37,Nam,Tiến sĩ,20,44.0,Hybrid,5.7,3,3,4,3,3,3.2,2,1,1,2,2,1.6,3,0
R0251,50,Nữ,Đại học,9,39.6,Remote,2.7,4,3,4,3,3,3.4,5,3,5,5,4,4.4,4,1
R0252,41,Nam,Đại học,9,27.3,Văn phòng,2.6,3,3,2,4,3,3.0,2,2,3,2,2,2.2,3,0
R0253,27,Nữ,THPT,9,44.6,Hybrid,0.3,4,3,3,3,3,3.2,3,3,3,3,3,3.0,5,0
R0254,22,Nữ,Đại học,13,52.9,Hybrid,1.1,4,5,4,4,5,4.4,3,2,2,2,2,2.2,3,0
R0255,40,Nam,Đại học,6,33.7,Văn phòng,4.9,5,5,4,4,5,4.6,3,3,2,2,3,2.6,3,0
R0256,33,Nữ,Đại học,10,47.3,Hybrid,0.3,3,3,4,4,3,3.4,3,3,3,4,3,3.2,4,0
R0257,39,Nữ,Thạc sĩ,11,40.1,Hybrid,6.2,2,3,1,2,2,2.0,3,3,3,2,3,2.8,4,0
R0258,35,Nam,THPT,14,33.0,Văn phòng,15.6,4,3,3,2,2,2.8,3,1,3,2,2,2.2,2,1
R0259,34,Nam,Tiến sĩ,5,47.0,Văn phòng,0.3,3,3,3,2,4,3.0,4,4,3,3,3,3.4,4,0
R0260,60,Nam,Đại học,12,54.6,Remote,2.4,4,4,4,4,3,3.8,4,4,5,4,3,4.0,3,1
R0261,33,Nam,Đại học,12,34.7,Remote,3.5,4,3,3,3,2,3.0,4,3,3,3,4,3.4,2,1
R0262,32,Nữ,Đại học,17,44.3,Văn phòng,6.7,3,3,3,2,2,2.6,4,4,3,5,4,4.0,3,0
R0263,32,Nam,Thạc sĩ,8,28.4,Văn phòng,0.7,4,5,3,3,3,3.6,5,4,4,3,3,3.8,3,0
R0264,28,Nữ,Đại học,8,39.6,Hybrid,1.8,3,5,4,4,4,4.0,5,4,5,4,4,4.4,4,0
R0265,42,Nữ,Thạc sĩ,18,46.8,Hybrid,7.2,3,4,4,4,4,3.8,4,3,4,3,3,3.4,4,0
R0266,30,Nữ,Đại học,5,53.0,Hybrid,2.9,2,2,3,2,3,2.4,1,2,2,2,2,1.8,3,0
R0267,39,Nữ,Tiến sĩ,23,56.9,Remote,0.7,4,3,4,4,4,3.8,4,4,3,4,4,3.8,2,1
R0268,36,Nam,Thạc sĩ,36,61.4,Văn phòng,8.1,2,2,1,1,2,1.6,4,4,4,3,5,4.0,1,1
R0269,44,Nữ,THPT,13,37.2,Hybrid,11.0,4,3,3,4,3,3.4,3,3,3,3,3,3.0,4,0
R0270,37,Nữ,Đại học,15,40.0,Văn phòng,5.4,4,3,4,4,4,3.8,2,3,2,2,1,2.0,3,0
R0271,23,Nữ,Thạc sĩ,5,25.7,Remote,14.5,4,4,5,5,4,4.4,2,2,2,2,3,2.2,3,0
R0272,22,Nam,THPT,7,33.9,Hybrid,10.4,4,3,4,4,4,3.8,4,3,3,2,3,3.0,4,0
R0273,46,Nữ,Thạc sĩ,17,31.0,Văn phòng,0.5,2,4,4,4,4,3.6,3,3,3,3,3,3.0,3,0
R0274,28,Nam,Đại học,12,44.0,Hybrid,2.1,3,1,2,3,3,2.4,3,4,4,4,3,3.6,4,0
R0275,22,Nữ,Thạc sĩ,9,34.6,Hybrid,3.6,3,4,3,3,4,3.4,2,2,2,2,1,1.8,3,0
R0276,27,Nam,THPT,11,32.0,Văn phòng,5.3,4,3,4,4,4,3.8,3,3,3,4,4,3.4,3,0
R0277,45,Nữ,Đại học,13,38.6,Hybrid,3.1,4,5,4,5,3,4.2,1,1,1,1,1,1.0,4,0
R0278,22,Nữ,THPT,9,30.7,Remote,4.2,4,4,4,4,3,3.8,2,1,2,2,2,1.8,5,0
R0279,26,Nữ,Đại học,10,43.0,Văn phòng,0.5,2,2,2,1,2,1.8,4,3,4,3,3,3.4,3,1
R0280,27,Nam,Đại học,10,42.8,Văn phòng,2.1,3,3,3,3,3,3.0,5,4,4,3,4,4.0,2,1
R0281,22,Nữ,Đại học,6,36.8,Văn phòng,0.3,4,4,4,4,4,4.0,3,4,4,4,3,3.6,4,0
R0282,23,Nữ,Tiến sĩ,12,35.3,Hybrid,4.2,3,4,3,3,3,3.2,4,3,3,3,3,3.2,3,0
R0283,22,Nữ,Thạc sĩ,25,34.3,Văn phòng,0.7,3,4,3,3,3,3.2,3,3,2,4,3,3.0,5,0
R0284,29,Nam,Thạc sĩ,24,49.1,Văn phòng,2.1,3,3,2,4,3,3.0,3,3,4,4,3,3.4,1,0
R0285,30,Nữ,THPT,5,40.8,Remote,2.8,4,3,4,4,3,3.6,3,3,2,3,4,3.0,5,0
R0286,27,Nữ,Đại học,13,45.1,Văn phòng,4.4,2,3,2,2,2,2.2,3,3,3,2,3,2.8,3,1
R0287,22,Nam,Tiến sĩ,14,39.2,Văn phòng,5.8,3,4,3,3,4,3.4,4,4,5,4,3,4.0,2,1
R0288,45,Nữ,Đại học,8,38.2,Hybrid,5.0,3,4,4,4,4,3.8,4,4,5,4,3,4.0,3,1
R0289,22,Nam,Thạc sĩ,6,50.8,Văn phòng,3.4,2,3,3,2,2,2.4,4,3,5,4,4,4.0,3,1
R0290,36,Nam,THPT,5,34.2,Hybrid,3.0,4,3,3,3,3,3.2,2,1,1,1,1,1.2,3,0
R0291,24,Nữ,THPT,8,37.4,Hybrid,7.8,3,3,3,2,3,2.8,3,3,4,3,4,3.4,3,0
R0292,40,Nữ,THPT,12,47.1,Hybrid,8.1,3,3,3,4,4,3.4,4,3,3,3,4,3.4,3,0
R0293,42,Nữ,THPT,9,42.6,Remote,0.3,2,3,2,2,3,2.4,3,4,3,3,3,3.2,4,0
R0294,26,Nam,Tiến sĩ,7,23.2,Văn phòng,1.3,2,4,3,4,3,3.2,2,3,2,2,2,2.2,4,0
R0295,22,Nữ,Đại học,5,25.5,Văn phòng,10.2,2,3,3,2,3,2.6,3,3,4,3,3,3.2,3,0
R0296,40,Nữ,Tiến sĩ,12,35.8,Văn phòng,3.6,4,3,4,4,3,3.6,4,3,4,3,4,3.6,3,0
R0297,50,Nam,Thạc sĩ,17,49.9,Remote,0.6,3,4,4,3,3,3.4,3,2,2,3,3,2.6,3,0
R0298,37,Nữ,Đại học,6,44.7,Văn phòng,0.3,3,3,3,3,2,2.8,3,3,3,3,3,3.0,2,1
R0299,35,Nam,Tiến sĩ,12,45.3,Hybrid,0.4,4,5,4,4,4,4.2,2,2,3,2,3,2.4,3,0
R0300,41,Nam,Thạc sĩ,5,44.0,Remote,5.9,3,3,2,2,3,2.6,3,3,3,2,2,2.6,3,0
R0301,40,Nữ,Đại học,7,31.8,Hybrid,1.0,3,3,3,3,4,3.2,3,3,2,3,4,3.0,4,0
R0302,26,Nữ,Đại học,14,46.5,Remote,1.1,5,4,4,4,3,4.0,3,3,3,3,3,3.0,1,0
R0303,28,Nam,Thạc sĩ,6,31.9,Văn phòng,0.6,2,2,3,3,2,2.4,3,2,1,2,2,2.0,3,0
R0304,39,Nam,THPT,7,47.2,Hybrid,3.7,3,3,3,3,2,2.8,4,4,3,3,3,3.4,3,0
R0305,32,Nữ,Đại học,20,39.4,Hybrid,2.9,3,3,3,2,3,2.8,2,3,2,3,2,2.4,3,0
R0306,45,Nữ,THPT,7,41.9,Hybrid,1.3,3,1,2,3,2,2.2,3,3,3,4,4,3.4,5,0
R0307,27,Nữ,Đại học,7,24.6,Hybrid,4.3,4,4,3,5,4,4.0,5,3,3,4,4,3.8,5,0
R0308,40,Nam,Tiến sĩ,13,30.6,Văn phòng,6.0,3,3,3,4,2,3.0,3,3,4,4,5,3.8,3,0
R0309,37,Nam,Đại học,27,54.3,Văn phòng,15.6,2,2,2,3,2,2.2,3,3,3,3,3,3.0,4,1
R0310,32,Nữ,Đại học,9,45.7,Văn phòng,2.6,3,2,2,2,2,2.2,4,3,2,4,3,3.2,4,0
R0311,44,Nữ,Đại học,15,32.3,Văn phòng,2.1,3,4,4,4,4,3.8,3,3,4,4,3,3.4,3,0
R0312,40,Nữ,Đại học,20,53.8,Remote,1.4,3,4,4,4,4,3.8,3,4,4,4,3,3.6,2,0
R0313,24,Nữ,Đại học,12,32.4,Văn phòng,6.1,3,4,4,4,4,3.8,2,2,2,2,3,2.2,4,0
R0314,39,Nữ,Đại học,9,40.4,Hybrid,14.3,3,2,2,2,3,2.4,5,4,3,3,3,3.6,2,1
R0315,46,Nữ,THPT,6,35.5,Hybrid,3.7,2,2,3,2,3,2.4,3,3,3,3,3,3.0,4,0
R0316,32,Nữ,THPT,5,31.6,Văn phòng,4.1,4,3,3,4,3,3.4,1,3,2,3,2,2.2,3,0
R0317,31,Nữ,Thạc sĩ,17,51.9,Hybrid,4.7,5,4,4,4,3,4.0,3,4,4,4,4,3.8,1,1
R0318,27,Nữ,THPT,11,54.3,Hybrid,2.2,3,3,3,3,3,3.0,3,2,3,4,3,3.0,4,1
R0319,33,Nữ,Đại học,19,44.6,Văn phòng,1.0,5,4,3,4,4,4.0,2,3,2,3,2,2.4,2,0
R0320,40,Nữ,Đại học,16,54.5,Hybrid,1.2,3,3,3,3,2,2.8,4,4,3,4,4,3.8,1,1
R0321,26,Nam,Đại học,7,37.4,Văn phòng,3.8,4,5,5,5,4,4.6,3,2,2,3,2,2.4,3,0
R0322,22,Nam,Đại học,6,40.2,Văn phòng,4.1,1,3,2,2,1,1.8,3,2,3,3,4,3.0,2,1
R0323,30,Nam,Đại học,12,42.2,Hybrid,2.5,5,5,5,5,4,4.8,5,5,4,4,4,4.4,5,0
R0324,22,Nữ,Đại học,7,30.3,Văn phòng,0.3,2,2,1,2,1,1.6,2,3,2,1,2,2.0,3,0
R0325,38,Nam,Đại học,12,45.1,Remote,8.4,3,5,5,4,5,4.4,3,4,3,3,4,3.4,5,0
R0326,30,Nữ,Đại học,7,45.3,Văn phòng,1.1,2,4,3,3,3,3.0,4,3,4,3,4,3.6,1,0
R0327,22,Nam,THPT,6,37.9,Hybrid,3.5,2,2,3,4,4,3.0,5,4,4,4,4,4.2,5,0
R0328,30,Nữ,THPT,9,26.7,Hybrid,5.4,2,3,3,3,3,2.8,4,4,5,3,4,4.0,4,0
R0329,32,Nữ,Đại học,16,45.2,Văn phòng,0.8,2,2,2,2,2,2.0,3,3,3,2,3,2.8,2,1
R0330,38,Nữ,Thạc sĩ,12,29.0,Hybrid,2.6,4,4,5,4,4,4.2,3,3,4,2,2,2.8,4,0
R0331,32,Nam,Thạc sĩ,18,36.4,Hybrid,0.3,3,5,4,4,3,3.8,3,3,3,2,3,2.8,4,0
R0332,50,Nữ,Tiến sĩ,5,40.1,Remote,0.3,3,4,3,3,4,3.4,2,2,2,2,2,2.0,3,0
R0333,29,Nữ,Đại học,6,33.1,Văn phòng,1.2,4,4,3,4,4,3.8,2,2,2,2,3,2.2,4,0
R0334,33,Nữ,Đại học,10,42.5,Hybrid,4.3,3,3,3,1,3,2.6,5,4,5,5,5,4.8,3,1
R0335,33,Nữ,Đại học,29,44.4,Hybrid,8.7,4,5,3,3,4,3.8,3,3,3,4,3,3.2,3,0
R0336,31,Nữ,Thạc sĩ,14,28.7,Hybrid,2.2,5,3,4,3,3,3.6,1,2,1,2,2,1.6,4,0
R0337,35,Nam,Thạc sĩ,6,40.6,Hybrid,0.3,2,2,2,2,3,2.2,3,3,3,4,3,3.2,4,1
R0338,38,Nữ,Đại học,10,45.2,Văn phòng,1.4,3,3,3,3,4,3.2,5,4,3,4,3,3.8,2,0
R0339,46,Nam,Đại học,11,48.9,Văn phòng,12.6,2,2,3,3,3,2.6,4,4,5,4,5,4.4,4,1
R0340,22,Nữ,Đại học,8,37.0,Hybrid,0.5,2,3,3,3,2,2.6,1,1,2,2,1,1.4,3,0
R0341,29,Nữ,Thạc sĩ,14,41.2,Văn phòng,5.6,3,4,3,4,3,3.4,4,4,2,3,3,3.2,5,0
R0342,29,Nam,Đại học,9,28.2,Hybrid,5.5,2,3,3,2,3,2.6,2,1,1,2,1,1.4,3,0
R0343,42,Nam,THPT,9,55.9,Hybrid,3.6,2,3,2,2,2,2.2,3,4,4,4,3,3.6,5,0
R0344,30,Nữ,Đại học,19,55.2,Văn phòng,10.7,4,3,3,3,3,3.2,2,1,2,2,1,1.6,3,0
R0345,22,Nữ,Thạc sĩ,5,38.7,Văn phòng,4.1,3,3,2,2,3,2.6,1,2,3,2,3,2.2,5,0
R0346,34,Nam,Thạc sĩ,6,38.3,Văn phòng,13.6,4,4,4,4,4,4.0,3,5,4,3,4,3.8,2,0
R0347,33,Nam,Đại học,7,20.0,Văn phòng,7.0,3,3,2,2,2,2.4,3,3,4,3,4,3.4,3,0
R0348,35,Nam,Đại học,7,47.9,Hybrid,6.3,3,3,2,4,2,2.8,3,2,3,3,3,2.8,2,1
R0349,24,Nữ,Đại học,7,44.1,Hybrid,12.1,5,4,4,4,4,4.2,4,4,5,4,3,4.0,3,1
R0350,49,Nữ,Đại học,13,47.9,Remote,3.8,4,4,4,5,5,4.4,5,4,4,5,3,4.2,4,0
